date,quantity,price
16/02/2016,569.5,4186.84
16/03/2016,714.0,6095.69
16/04/2016,344.0,2598.71
16/05/2016,671.0,5145.76
16/06/2016,703.0,5616.45
16/07/2016,320.0,2899.45
16/08/2016,532.59,4917.43
16/09/2016,615.34,5913.19
16/10/2016,275.0,1854.3
16/11/2016,568.33,4823.4
16/12/2016,1211.5,8650.64
17/01/2016,184.1,1127.93
17/02/2016,697.5,5760.41
17/03/2016,714.84,5564.97
17/04/2016,186.0,1330.6
17/05/2016,663.53,5083.69
17/06/2016,693.0,5141.25
17/07/2016,249.0,2470.02
17/08/2016,539.0,4457.58
17/09/2016,333.66,2949.54
17/10/2016,872.05,5417.06
17/11/2016,580.1,3560.19
17/12/2016,621.33,4384.8
18/01/2016,624.5,5100.89
18/02/2016,597.59,5478.48
18/03/2016,910.33,8105.55
18/04/2016,529.67,5042.42
18/05/2016,696.8,7191.11
18/06/2016,205.0,1573.1
18/07/2016,611.0,4524.05
18/08/2016,479.5,4518.02
18/09/2016,283.0,2644.76
18/10/2016,564.49,5324.49
18/11/2016,690.0,5341.97
18/12/2016,280.83,2203.63
19/01/2016,561.0,5017.68
19/02/2016,709.0,3598.29
19/03/2016,402.0,3105.52
19/04/2016,712.34,5133.46
19/05/2016,993.33,6727.41
19/06/2016,220.3,1837.49
19/07/2016,479.2,4963.2
19/08/2016,570.34,5594.25
19/09/2016,767.33,5725.09
19/10/2016,662.5,5292.36
19/11/2016,389.33,2941.22
19/12/2016,700.0,6375.61
20/01/2016,599.33,4728.04
20/02/2016,375.0,2521.07
20/03/2016,205.5,1703.6299999999999
20/04/2016,595.77,3942.84
20/05/2016,777.17,6969.72
20/06/2016,562.5,4903.73
20/07/2016,547.16,5125.72
20/08/2016,466.0,2731.41
20/09/2016,682.66,6491.5199999999995
20/10/2016,743.1,6865.61
20/11/2016,224.0,1823.75
20/12/2016,844.34,6398.66
21/01/2016,749.0,4618.76
21/02/2016,227.33,2052.69
21/03/2016,604.83,5710.63
21/04/2016,725.67,6434.28
21/05/2016,421.0,2801.63
21/06/2016,800.6800000000001,5513.97
21/07/2016,606.0,5475.63
21/08/2016,173.0,1299.07
21/09/2016,720.33,6267.31
21/10/2016,745.26,6576.13
21/11/2016,788.0,5341.2
21/12/2016,747.9,6965.66
22/01/2016,522.0,4628.76
22/02/2016,479.0,3868.41
22/03/2016,736.83,6471.85
22/04/2016,788.0,6835.02
22/05/2016,292.0,1312.66
22/06/2016,516.5,4523.5199999999995
22/07/2016,496.5,4731.94
22/08/2016,505.5,4548.37
22/09/2016,993.0,8089.46
22/10/2016,452.25,4134.5199999999995
22/11/2016,539.0,4853.75
22/12/2016,758.5,7685.47
23/01/2016,283.5,2268.73
23/02/2016,771.0,6744.29
23/03/2016,642.33,5499.05
23/04/2016,355.33,3827.74
23/05/2016,626.2,5166.27
23/06/2016,658.6,5873.45
23/07/2016,226.33,1827.26
23/08/2016,545.66,5307.82
23/09/2016,909.33,7433.18
23/10/2016,346.0,1537.05
23/11/2016,601.33,4920.21
23/12/2016,807.5,6710.97
24/01/2016,251.0,1231.63
24/02/2016,579.0,5565.05
24/03/2016,720.0,6170.31
24/04/2016,236.0,1302.89
24/05/2016,917.0,5881.9
24/06/2016,564.0,4387.0
24/07/2016,151.34,1198.68
24/08/2016,645.0,4235.52
24/09/2016,491.5,3809.07
24/10/2016,731.34,6037.14
24/11/2016,430.0,3933.13
24/12/2016,107.0,933.51
25/01/2016,368.0,3772.95
25/02/2016,481.0,3918.8
25/03/2016,410.0,1881.78
25/04/2016,476.166,4194.34
25/05/2016,679.33,5099.33
25/06/2016,260.0,2248.27
25/07/2016,502.66,4164.55
25/08/2016,747.0,5020.86
25/09/2016,339.0,1913.38
25/10/2016,547.0,4160.84
25/11/2016,672.0,5955.71
26/01/2016,624.83,4292.46
26/02/2016,674.0,5735.06
26/03/2016,381.25,1713.17
26/04/2016,601.5,4904.54
26/05/2016,713.43,6008.68
26/06/2016,190.67,1332.39
26/07/2016,381.5,3341.62
26/08/2016,558.49,5254.72
26/09/2016,654.34,5245.07
26/10/2016,555.5,4994.61
26/11/2016,522.83,3699.21
26/12/2016,158.33,1274.81
27/01/2016,475.0,4256.51
27/02/2016,346.33,2966.84
27/04/2016,586.0,4696.76
27/05/2016,690.5,5594.57
27/06/2016,542.5,4508.54
27/07/2016,430.58,3667.1
27/08/2016,374.33,2763.9
27/09/2016,651.0,5842.94
27/10/2016,554.5,4161.42
27/11/2016,702.0,1930.85
27/12/2016,397.0,3720.79
28/01/2016,575.0,4683.0
28/02/2016,277.0,2272.43
28/03/2016,110.0,503.88
28/04/2016,785.4300000000001,6524.54
28/05/2016,340.0,2840.23
28/06/2016,874.44,6089.57
28/07/2016,369.34,3129.74
28/08/2016,229.0,1147.78
28/09/2016,607.0,6155.27
28/10/2016,988.83,5533.71
28/11/2016,571.66,4613.06
28/12/2016,421.0,3363.16
29/01/2016,493.25,5086.04
29/02/2016,446.66,3791.37
29/03/2016,423.75,3148.94
29/04/2016,613.33,5661.83
29/05/2016,201.34,1346.59
29/06/2016,600.84,4602.14
29/07/2016,528.0,4580.49
29/08/2016,190.0,1411.75
29/09/2016,582.0,4118.08
29/10/2016,276.0,2196.23
29/11/2016,536.0,5849.67
29/12/2016,614.0,3940.4900000000002
30/01/2016,319.0,2469.9
30/03/2016,449.66,4324.18
30/04/2016,344.33,3003.73
30/05/2016,567.34,4631.52
30/06/2016,542.0,5107.14
30/07/2016,223.0,1744.86
30/08/2016,406.5,3234.98
30/09/2016,779.0,5530.66
30/10/2016,330.0,1657.69
30/11/2016,863.34,5897.82
30/12/2016,469.75,4045.15
31/01/2016,211.0,1482.95
31/03/2016,557.3,4945.8
31/05/2016,522.0,4186.64
31/07/2016,169.0,1341.96
31/08/2016,477.67,3955.78
31/10/2016,678.33,4691.38
31/12/2016,216.0,1713.2
